satzart	textkennzeichen	land	rb	kreis	vb	gemeinde	name	area	area_date	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	rg_key	rg_name	urb_key	urb_class	ags_2017
60	64	01	0	51	5169	052	Hövede	2,94	31.12.2015	60,0	29,0	31,0	20,0	25782	9,293409	54,243806	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051052
60	64	01	0	51	5169	053	Hollingstedt	9,74	31.12.2015	303,0	149,0	154,0	31,0	25788	9,226797	54,290548	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051053
60	64	01	0	51	5169	058	Karolinenkoog	17,55	31.12.2015	146,0	81,0	65,0	8,0	25774	8,965495	54,292554	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051058
60	64	01	0	51	5169	060	Kleve	12,81	31.12.2015	427,0	216,0	211,0	33,0	25779	9,123229	54,295706	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051060
60	64	01	0	51	5169	061	Krempel	4,83	31.12.2015	597,0	301,0	296,0	124,0	25774	9,027607	54,320019	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051061
60	64	01	0	51	5169	065	Lehe	18,63	31.12.2015	1060,0	520,0	540,0	57,0	25774	9,025334	54,344168	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051065
60	64	01	0	51	5169	068	Linden	11,62	31.12.2015	846,0	427,0	419,0	73,0	25791	9,182428	54,252623	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051068
60	64	01	0	51	5169	071	Lunden	4,65	31.12.2015	1667,0	859,0	808,0	358,0	25774	9,024249	54,330568	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051071
60	64	01	0	51	5169	080	Norderheistedt	4,33	31.12.2015	150,0	75,0	75,0	35,0	25779	9,146139	54,245331	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051080
60	64	01	0	51	5169	088	Pahlen	10,8	31.12.2015	1196,0	600,0	596,0	111,0	25794	9,296387	54,267813	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051088
60	64	01	0	51	5169	092	Rehm-Flehde-Bargen	14,62	31.12.2015	522,0	260,0	262,0	36,0	25776	9,036287	54,303981	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051092
60	64	01	0	51	5169	096	Sankt Annen	14,89	31.12.2015	322,0	169,0	153,0	22,0	25776	9,07975	54,345413	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051096
60	64	01	0	51	5169	100	Schalkholz	12,5	31.12.2015	586,0	294,0	292,0	47,0	25782	9,257028	54,246244	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051100
60	64	01	0	51	5169	102	Schlichting	12,5	31.12.2015	252,0	133,0	119,0	20,0	25779	9,089378	54,31014	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051102
60	64	01	0	51	5169	114	Tellingstedt	21,1	31.12.2015	2658,0	1306,0	1352,0	126,0	25782	9,2822	54,219944	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051114
60	64	01	0	51	5169	117	Tielenhemme	12,71	31.12.2015	171,0	85,0	86,0	13,0	25794	9,398414	54,27746	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051117
60	64	01	0	51	5169	120	Wallen	1,86	31.12.2015	40,0	18,0	22,0	22,0	25788	9,269563	54,284766	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051120
60	64	01	0	51	5169	125	Welmbüttel	7,6	31.12.2015	429,0	212,0	217,0	56,0	25782	9,246826	54,196873	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051125
60	64	01	0	51	5169	131	Westerborstel	4,14	31.12.2015	106,0	47,0	59,0	26,0	25782	9,260601	54,220127	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051131
60	64	01	0	51	5169	133	Wiemerstedt	5,08	31.12.2015	160,0	77,0	83,0	31,0	25779	9,11111	54,269259	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051133
60	64	01	0	51	5169	136	Wrohm	11,45	31.12.2015	704,0	379,0	325,0	61,0	25799	9,379505	54,212642	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051136
60	64	01	0	51	5169	139	Süderdorf	16,21	31.12.2015	354,0	177,0	177,0	22,0	25782	9,343678	54,220732	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051139
60	64	01	0	51	5169	141	Süderheistedt	8,44	31.12.2015	566,0	281,0	285,0	67,0	25779	9,148463	54,23483	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051141
60	64	01	0	51	5172	048	Hemmingstedt	16,01	31.12.2015	2833,0	1409,0	1424,0	177,0	25770	9,073156	54,14876	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051048
60	64	01	0	51	5172	067	Lieth	4,66	31.12.2015	380,0	176,0	204,0	82,0	25770	9,060773	54,15531	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051067
60	64	01	0	51	5172	069	Lohe-Rickelshof	5,39	31.12.2015	2096,0	997,0	1099,0	389,0	25746	9,065603	54,187725	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01051069
60	64	01	0	51	5172	075	Neuenkirchen	25,14	31.12.2015	993,0	522,0	471,0	39,0	25792	8,987884	54,235602	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051075
60	64	01	0	51	5172	081	Norderwöhrden	18,47	31.12.2015	291,0	157,0	134,0	16,0	25746	9,000232	54,192783	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051081
60	64	01	0	51	5172	082	Nordhastedt	26,56	31.12.2015	2775,0	1389,0	1386,0	104,0	25785	9,182991	54,17205	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051082
60	64	01	0	51	5172	087	Ostrohe	6,67	31.12.2015	949,0	481,0	468,0	142,0	25746	9,130804	54,214	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01051087
60	64	01	0	51	5172	107	Stelle-Wittenwurth	10,71	31.12.2015	426,0	197,0	229,0	40,0	25795	9,066849	54,254357	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051107
60	64	01	0	51	5172	113	Wöhrden	21,77	31.12.2015	1247,0	629,0	618,0	57,0	25797	8,994508	54,165463	F01	Nordsee	03	gering besiedelt	01051113
60	64	01	0	51	5172	122	Weddingstedt	17,79	31.12.2015	2289,0	1157,0	1132,0	129,0	25795	9,088863	54,239275	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051122
60	64	01	0	51	5172	130	Wesseln	3,76	31.12.2015	1405,0	698,0	707,0	374,0	25746	9,075443	54,208327	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01051130
60	64	01	0	51	5175	001	Albersdorf	17,12	31.12.2015	3482,0	1675,0	1807,0	203,0	25767	9,283995	54,146557	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051001
60	64	01	0	51	5175	002	Arkebek	6,92	31.12.2015	206,0	101,0	105,0	30,0	25767	9,250362	54,160197	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051002
60	64	01	0	51	5175	004	Bargenstedt	11,9	31.12.2015	917,0	439,0	478,0	77,0	25704	9,144199	54,095594	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051004
60	64	01	0	51	5175	006	Barlt	22,88	31.12.2015	802,0	402,0	400,0	35,0	25719	9,058002	54,012444	F01	Nordsee	03	gering besiedelt	01051006
60	64	01	0	51	5175	015	Bunsoh	11,75	31.12.2015	782,0	393,0	389,0	67,0	25767	9,320225	54,165522	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051015
60	64	01	0	51	5175	017	Busenwurth	10,09	31.12.2015	305,0	160,0	145,0	30,0	25719	9,04131	54,041612	F01	Nordsee	03	gering besiedelt	01051017
60	64	01	0	51	5175	027	Elpersbüttel	30,17	31.12.2015	873,0	449,0	424,0	29,0	25704	9,047156	54,072963	F01	Nordsee	03	gering besiedelt	01051027
60	64	01	0	51	5175	028	Epenwöhrden	13,52	31.12.2015	786,0	396,0	390,0	58,0	25704	9,052894	54,112805	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051028
60	64	01	0	51	5175	039	Gudendorf	6,04	31.12.2015	392,0	197,0	195,0	65,0	25693	9,1082	54,024736	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051039
60	64	01	0	51	5175	054	Immenstedt	3,09	31.12.2015	106,0	47,0	59,0	34,0	25767	9,299737	54,180686	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051054
60	64	01	0	51	5175	063	Krumstedt	15,89	31.12.2015	505,0	256,0	249,0	32,0	25727	9,177954	54,068684	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051063
60	63	01	0	51	5175	074	Meldorf, Stadt	21,25	31.12.2015	7267,0	3494,0	3773,0	342,0	25704	9,068784	54,090945	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01051074
60	64	01	0	51	5175	078	Nindorf	8,73	31.12.2015	1153,0	587,0	566,0	132,0	25704	9,114943	54,086722	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01051078
60	64	01	0	51	5175	083	Odderade	11,26	31.12.2015	324,0	164,0	160,0	29,0	25785	9,190795	54,139384	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051083
60	64	01	0	51	5175	085	Offenbüttel	13,95	31.12.2015	262,0	129,0	133,0	19,0	25767	9,357994	54,169186	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051085
60	64	01	0	51	5175	086	Osterrade	17,09	31.12.2015	406,0	204,0	202,0	24,0	25767	9,353264	54,190212	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051086
60	64	01	0	51	5175	098	Sarzbüttel	13,39	31.12.2015	702,0	344,0	358,0	52,0	25785	9,184289	54,118971	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051098
60	64	01	0	51	5175	099	Schafstedt	18,16	31.12.2015	1266,0	649,0	617,0	70,0	25725	9,293675	54,079915	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051099
60	64	01	0	51	5175	104	Schrum	5,0	31.12.2015	68,0	37,0	31,0	14,0	25782	9,251667	54,187229	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051104
60	64	01	0	51	5175	126	Wennbüttel	4,59	31.12.2015	86,0	39,0	47,0	19,0	25767	9,32237	54,137969	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051126
60	64	01	0	51	5175	134	Windbergen	17,31	31.12.2015	812,0	415,0	397,0	47,0	25729	9,117779	54,044978	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051134
60	64	01	0	51	5175	135	Wolmersdorf	6,1	31.12.2015	330,0	167,0	163,0	54,0	25704	9,103978	54,077114	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051135
60	64	01	0	51	5175	137	Nordermeldorf	34,1	31.12.2015	604,0	322,0	282,0	18,0	25704	9,013736	54,112068	F01	Nordsee	03	gering besiedelt	01051137
60	64	01	0	51	5175	138	Tensbüttel-Röst	19,36	31.12.2015	645,0	316,0	329,0	33,0	25767	9,228605	54,105741	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051138
60	64	01	0	51	5178	013	Büsum	8,48	31.12.2015	4786,0	2231,0	2555,0	564,0	25761	8,860613	54,129253	F01	Nordsee	03	gering besiedelt	01051013
60	64	01	0	51	5178	014	Büsumer Deichhausen	2,87	31.12.2015	352,0	168,0	184,0	123,0	25761	8,890088	54,136175	F01	Nordsee	03	gering besiedelt	01051014
60	64	01	0	51	5178	033	Friedrichsgabekoog	8,62	31.12.2015	53,0	28,0	25,0	6,0	25764	8,941082	54,157516	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051033
60	64	01	0	51	5178	043	Hedwigenkoog	16,36	31.12.2015	212,0	101,0	111,0	13,0	25761	8,840953	54,177985	F01	Nordsee	03	gering besiedelt	01051043
60	64	01	0	51	5178	045	Hellschen-Heringsand-Unterschaar	7,02	31.12.2015	182,0	94,0	88,0	26,0	25764	8,872882	54,194536	F01	Nordsee	03	gering besiedelt	01051045
60	64	01	0	51	5178	050	Hillgroven	3,6	31.12.2015	71,0	44,0	27,0	20,0	25764	8,874901	54,227921	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051050
60	64	01	0	51	5178	079	Norddeich	6,9	31.12.2015	401,0	211,0	190,0	58,0	25764	8,899964	54,218049	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051079
60	64	01	0	51	5178	084	Oesterdeichstrich	4,64	31.12.2015	259,0	128,0	131,0	56,0	25761	8,900566	54,158891	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051084
60	64	01	0	51	5178	093	Reinsbüttel	6,83	31.12.2015	428,0	212,0	216,0	63,0	25764	8,911057	54,179073	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051093
60	64	01	0	51	5178	105	Schülp	9,27	31.12.2015	414,0	218,0	196,0	45,0	25764	8,929943	54,241971	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051105
60	64	01	0	51	5178	108	Strübbel	4,4	31.12.2015	89,0	45,0	44,0	20,0	25792	8,971812	54,260389	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051108
60	64	01	0	51	5178	109	Süderdeich	6,64	31.12.2015	488,0	236,0	252,0	73,0	25764	8,91131	54,201711	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051109
60	64	01	0	51	5178	121	Warwerort	4,58	31.12.2015	253,0	137,0	116,0	55,0	25761	8,921723	54,141177	F01	Nordsee	03	gering besiedelt	01051121
60	63	01	0	51	5178	127	Wesselburen, Stadt	5,14	31.12.2015	3149,0	1511,0	1638,0	613,0	25764	8,920686	54,212159	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051127
60	64	01	0	51	5178	128	Wesselburener Deichhausen	5,07	31.12.2015	107,0	51,0	56,0	21,0	25764	8,937237	54,174947	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051128
60	64	01	0	51	5178	129	Wesselburenerkoog	21,89	31.12.2015	157,0	80,0	77,0	7,0	25764	8,876475	54,239438	F01	Nordsee	03	gering besiedelt	01051129
60	64	01	0	51	5178	132	Westerdeichstrich	7,49	31.12.2015	849,0	410,0	439,0	113,0	25761	8,863517	54,162006	F01	Nordsee	03	gering besiedelt	01051132
60	64	01	0	51	5178	140	Oesterwurth	14,19	31.12.2015	257,0	140,0	117,0	18,0	25764	8,991292	54,211016	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01051140
60	63	01	0	53	0032	032	Geesthacht, Stadt	33,19	31.12.2015	30030,0	14662,0	15368,0	905,0	21502	10,371785	53,433626	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053032
60	63	01	0	53	0083	083	Lauenburg/ Elbe, Stadt	9,54	31.12.2015	11398,0	5714,0	5684,0	1195,0	21481	10,554267	53,374189	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053083
60	63	01	0	53	0090	090	Mölln, Stadt	25,05	31.12.2015	18856,0	8965,0	9891,0	753,0	23879	10,691022	53,629521	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053090
60	63	01	0	53	0100	100	Ratzeburg, Stadt	30,29	31.12.2015	14230,0	6727,0	7503,0	470,0	23909	10,774492	53,699024	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053100
60	63	01	0	53	0116	116	Schwarzenbek, Stadt	11,56	31.12.2015	15933,0	7823,0	8110,0	1378,0	21493	10,477663	53,502645	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053116
60	64	01	0	53	0129	129	Wentorf bei Hamburg	6,87	31.12.2015	12550,0	6073,0	6477,0	1827,0	21465	10,2519	53,491012	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053129
60	64	01	0	53	5308	008	Behlendorf	10,26	31.12.2015	399,0	200,0	199,0	39,0	23919	10,667846	53,699475	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053008
60	64	01	0	53	5308	009	Berkenthin	10,25	31.12.2015	2075,0	1017,0	1058,0	202,0	23919	10,638297	53,734569	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053009
60	64	01	0	53	5308	011	Bliestorf	10,35	31.12.2015	626,0	305,0	321,0	60,0	23847	10,602527	53,768797	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053011
60	64	01	0	53	5308	024	Düchelsdorf	3,01	31.12.2015	169,0	89,0	80,0	56,0	23847	10,580373	53,737072	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053024
60	64	01	0	53	5308	034	Göldenitz	5,15	31.12.2015	234,0	116,0	118,0	45,0	23919	10,631501	53,722025	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053034
60	64	01	0	53	5308	061	Kastorf	6,9	31.12.2015	1158,0	588,0	570,0	168,0	23847	10,570134	53,748875	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053061
60	64	01	0	53	5308	067	Klempau	10,07	31.12.2015	641,0	335,0	306,0	64,0	23628	10,660387	53,762851	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053067
60	64	01	0	53	5308	075	Krummesse	3,35	31.12.2015	1772,0	826,0	946,0	529,0	23628	10,641961	53,780123	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053075
60	64	01	0	53	5308	094	Niendorf bei Berkenthin	3,99	31.12.2015	192,0	91,0	101,0	48,0	23919	10,626158	53,702417	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053094
60	64	01	0	53	5308	103	Rondeshagen	9,51	31.12.2015	810,0	400,0	410,0	85,0	23919	10,629717	53,753642	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053103
60	64	01	0	53	5308	120	Sierksrade	4,0	31.12.2015	385,0	203,0	182,0	96,0	23847	10,600344	53,736555	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053120
60	64	01	0	53	5313	002	Alt Mölln	6,44	31.12.2015	896,0	437,0	459,0	139,0	23881	10,658165	53,622775	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053002
60	64	01	0	53	5313	005	Bälau	6,5	31.12.2015	234,0	108,0	126,0	36,0	23881	10,621739	53,616381	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053005
60	64	01	0	53	5313	013	Borstorf	8,65	31.12.2015	279,0	136,0	143,0	32,0	23881	10,564234	53,613074	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053013
60	64	01	0	53	5313	014	Breitenfelde	12,54	31.12.2015	1934,0	966,0	968,0	154,0	23881	10,632977	53,605112	F04	übrig. Schleswig-Holstein	02	mittlere Besiedlungsdichte	01053014
60	64	01	0	53	5313	037	Grambek	12,66	31.12.2015	460,0	218,0	242,0	36,0	23883	10,68068	53,574025	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053037
60	64	01	0	53	5313	056	Hornbek	5,89	31.12.2015	188,0	92,0	96,0	32,0	21514	10,648548	53,5589	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053056
60	64	01	0	53	5313	084	Lehmrade	11,4	31.12.2015	502,0	253,0	249,0	44,0	23883	10,752721	53,5947	F04	übrig. Schleswig-Holstein	03	gering besiedelt	01053084
